Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
2016-12-31,2/21/2018 17:00,Memphis Grizzlies,112,Sacramento Kings,98,Box Score,,17608,
2016-12-31,2/21/2018 19:00,Milwaukee Bucks,116,Chicago Bulls,96,Box Score,,21838,
2016-12-31,2/21/2018 19:00,Cleveland Cavaliers,121,Charlotte Hornets,109,Box Score,,19519,
2017-01-01,2/21/2018 18:00,San Antonio Spurs,112,Atlanta Hawks,114,Box Score,OT,18088,
2017-01-01,2/21/2018 18:00,Orlando Magic,104,Indiana Pacers,117,Box Score,,17530,
2017-01-01,2/21/2018 18:00,Detroit Pistons,107,Miami Heat,98,Box Score,,19844,
2017-01-01,2/21/2018 19:00,Portland Trail Blazers,95,Minnesota Timberwolves,89,Box Score,,15804,
2017-01-01,2/21/2018 21:30,Toronto Raptors,123,Los Angeles Lakers,114,Box Score,,18997,
2017-01-02,2/21/2018 20:00,Washington Wizards,91,Houston Rockets,101,Box Score,,16569,
2017-01-02,2/21/2018 20:00,Charlotte Hornets,111,Chicago Bulls,118,Box Score,,21612,
2017-01-02,2/21/2018 22:30,Phoenix Suns,98,Los Angeles Clippers,109,Box Score,,19060,
2017-01-02,2/21/2018 22:30,Denver Nuggets,119,Golden State Warriors,127,Box Score,,19596,
2017-01-02,2/21/2018 19:00,New Orleans Pelicans,82,Cleveland Cavaliers,90,Box Score,,20562,
2017-01-02,2/21/2018 19:30,Orlando Magic,115,New York Knicks,103,Box Score,,19812,
2017-01-02,2/21/2018 19:30,Utah Jazz,101,Brooklyn Nets,89,Box Score,,15634,
2017-01-02,2/21/2018 19:00,Oklahoma City Thunder,94,Milwaukee Bucks,98,Box Score,,17423,
2017-01-03,2/21/2018 20:30,Toronto Raptors,82,San Antonio Spurs,110,Box Score,,18418,
2017-01-03,2/21/2018 22:30,Memphis Grizzlies,102,Los Angeles Lakers,116,Box Score,,18997,
2017-01-03,2/21/2018 21:00,Miami Heat,90,Phoenix Suns,99,Box Score,,16772,
2017-01-03,2/21/2018 21:00,Sacramento Kings,120,Denver Nuggets,113,Box Score,,11018,
2017-01-03,2/21/2018 19:30,Indiana Pacers,121,Detroit Pistons,116,Box Score,,13435,
2017-01-03,2/21/2018 19:30,Utah Jazz,104,Boston Celtics,115,Box Score,,18624,
2017-01-03,2/21/2018 20:30,Washington Wizards,105,Dallas Mavericks,113,Box Score,,19318,
2017-01-03,2/21/2018 19:00,Minnesota Timberwolves,91,Philadelphia 76ers,93,Box Score,,17124,
2017-01-04,2/21/2018 19:00,Oklahoma City Thunder,112,Charlotte Hornets,123,Box Score,,18418,
2017-01-04,2/21/2018 19:00,Atlanta Hawks,111,Orlando Magic,92,Box Score,,18846,
2017-01-04,2/21/2018 19:30,Milwaukee Bucks,105,New York Knicks,104,Box Score,,19812,
2017-01-04,2/21/2018 20:00,Chicago Bulls,106,Cleveland Cavaliers,94,Box Score,,20562,
2017-01-04,2/21/2018 22:30,Portland Trail Blazers,117,Golden State Warriors,125,Box Score,,19596,
2017-01-04,2/21/2018 22:30,Memphis Grizzlies,106,Los Angeles Clippers,115,Box Score,,19060,
2017-01-04,2/21/2018 22:30,Miami Heat,107,Sacramento Kings,102,Box Score,,17608,
2017-01-05,2/21/2018 22:30,Los Angeles Lakers,109,Portland Trail Blazers,118,Box Score,,19403,
2017-01-05,2/21/2018 21:00,San Antonio Spurs,127,Denver Nuggets,99,Box Score,,14391,
